"data","sistema","vabs","vrel","vmax","afluente","descarregada","MLT","aflu_MLT","aflu_max","vazao_anterior","vazao_mediames","retirada"
"2015-04-27","Cotia",10.84,65.7,16.50,0.81,0.06,1.57,51.7,2.56,0.75,0.77,0.81
"2015-04-27","RioGrande",107.29,95.6,112.18,2.96,0.00,5.46,54.2,12.17,5.11,5.10,5.11
"2015-04-27","RioClaro",6.50,47.6,13.67,5.60,3.38,5.00,111.9,2.38,3.87,3.88,3.87
"2015-04-28","Cantareira",196.87,20.0,982.07,10.39,0.87,47.90,21.7,108.50,13.55,13.49,14.42
"2015-04-28","AltoTiete",128.44,22.4,573.81,11.08,5.83,20.45,54.2,48.39,12.40,12.26,12.61
"2015-04-28","Guarapiranga",140.59,82.1,171.19,12.16,0.00,13.64,89.2,30.81,15.18,15.07,15.18
"2015-04-28","Cotia",10.84,65.7,16.50,0.81,0.06,1.57,51.3,2.56,0.75,0.77,0.81
"2015-04-28","RioGrande",107.29,95.6,112.18,4.95,0.00,5.46,90.7,12.17,4.95,5.09,4.95
"2015-04-28","RioClaro",6.51,47.7,13.67,4.10,2.53,5.00,82.1,2.38,3.89,3.88,3.89
"2015-04-29","Cantareira",196.59,20.0,982.07,10.41,1.00,47.90,21.7,108.50,13.41,13.49,14.41
"2015-04-29","AltoTiete",128.01,22.3,573.81,7.68,5.83,20.45,37.6,48.39,12.10,12.26,12.70
"2015-04-29","Guarapiranga",140.33,82.0,171.19,12.10,0.00,13.64,88.7,30.81,15.11,15.07,15.11
"2015-04-29","Cotia",10.81,65.5,16.50,0.47,0.06,1.57,30.1,2.56,0.75,0.77,0.81
"2015-04-29","RioGrande",107.29,95.6,112.18,4.90,0.00,5.46,89.8,12.17,4.90,5.09,4.90
"2015-04-29","RioClaro",6.55,47.9,13.67,3.99,1.05,5.00,79.8,2.38,3.82,3.88,3.82
"2015-04-30","Cantareira",195.87,19.9,982.07,8.27,1.52,47.90,17.3,108.50,14.07,13.51,15.59
"2015-04-30","AltoTiete",128.16,22.3,573.81,14.82,5.83,20.45,72.5,48.39,12.60,12.27,13.09
"2015-04-30","Guarapiranga",140.07,81.8,171.19,11.14,0.00,13.64,81.7,30.81,14.16,15.04,14.16
"2015-04-30","Cotia",10.81,65.5,16.50,0.81,0.06,1.57,51.7,2.56,0.75,0.77,0.81
"2015-04-30","RioGrande",107.29,95.6,112.18,5.05,0.00,5.46,92.4,12.17,5.05,5.08,5.05
"2015-04-30","RioClaro",6.80,49.8,13.67,8.20,3.35,5.00,164.0,2.38,3.87,3.88,3.87
"2015-05-01","Cantareira",195.33,19.9,982.07,8.16,1.52,37.90,21.5,98.40,13.65,13.51,15.17
"2015-05-01","AltoTiete",128.99,22.5,573.81,22.06,5.83,16.49,133.7,40.25,12.37,12.27,12.40
"2015-05-01","Guarapiranga",139.81,81.7,171.19,12.23,0.00,10.78,113.4,22.10,15.24,15.05,15.24
"2015-05-01","Cotia",10.84,65.7,16.50,1.15,0.06,1.27,90.6,2.18,0.75,0.77,0.81
"2015-05-01","RioGrande",107.10,95.5,112.18,2.90,0.00,3.88,74.7,11.03,5.05,5.08,5.05
"2015-05-01","RioClaro",6.89,50.4,13.67,6.40,5.03,4.15,154.2,2.06,3.87,3.88,3.87
"2015-05-02","Cantareira",194.76,19.8,982.07,9.09,1.87,37.90,24.0,98.40,13.51,13.51,15.38
"2015-05-02","AltoTiete",129.13,22.5,573.81,13.58,5.83,16.49,82.3,40.25,12.37,12.37,12.05
"2015-05-02","Guarapiranga",139.81,81.7,171.19,14.76,0.00,10.78,136.9,22.10,14.76,14.76,14.76
"2015-05-02","Cotia",10.81,65.5,16.50,0.46,0.06,1.27,36.0,2.18,0.74,0.74,0.80
"2015-05-02","RioGrande",107.10,95.5,112.18,5.12,0.00,3.88,131.9,11.03,5.12,5.12,5.12
"2015-05-02","RioClaro",6.91,50.6,13.67,4.25,2.82,4.15,102.4,2.06,3.89,3.89,3.89
"2015-05-03","Cantareira",194.29,19.8,982.07,9.88,2.02,37.90,26.1,98.40,12.95,13.23,14.97
"2015-05-03","AltoTiete",128.74,22.4,573.81,8.32,5.83,16.49,50.5,40.25,12.58,12.49,12.80
"2015-05-03","Guarapiranga",139.55,81.5,171.19,11.75,0.00,10.78,109.0,22.10,14.76,14.76,14.76
"2015-05-03","Cotia",10.81,65.5,16.50,0.82,0.06,1.27,64.2,2.18,0.76,0.76,0.82
"2015-05-03","RioGrande",106.92,95.3,112.18,2.98,0.00,3.88,76.8,11.03,5.12,5.19,5.12
"2015-05-03","RioClaro",6.92,50.7,13.67,3.88,1.87,4.15,93.6,2.06,3.79,3.82,3.79
"2015-05-04","Cantareira",193.87,19.7,982.07,10.03,2.02,37.90,26.5,98.40,12.79,13.08,14.81
"2015-05-04","AltoTiete",128.43,22.4,573.81,8.64,5.83,16.49,52.4,40.25,11.91,12.30,12.27
"2015-05-04","Guarapiranga",139.29,81.4,171.19,11.94,0.00,10.78,110.8,22.10,14.95,14.97,14.95
"2015-05-04","Cotia",10.78,65.3,16.50,0.48,0.06,1.27,37.5,2.18,0.76,0.76,0.81
"2015-05-04","RioGrande",106.73,95.1,112.18,3.08,0.00,3.88,79.4,11.03,5.22,5.20,5.22
"2015-05-04","RioClaro",6.92,50.7,13.67,3.59,1.43,4.15,86.4,2.06,3.88,3.84,3.88
"2015-05-05","Cantareira",193.69,19.7,982.07,13.61,2.02,37.90,35.9,98.40,13.22,13.11,15.24
"2015-05-05","AltoTiete",128.96,22.5,573.81,18.38,5.83,16.49,111.5,40.25,12.59,12.37,12.21
"2015-05-05","Guarapiranga",139.03,81.2,171.19,12.11,0.00,10.78,112.3,22.10,15.12,15.00,15.12
"2015-05-05","Cotia",10.78,65.3,16.50,0.81,0.06,1.27,64.0,2.18,0.76,0.76,0.81
"2015-05-05","RioGrande",106.55,95.0,112.18,3.01,0.00,3.88,77.5,11.03,5.15,5.19,5.15
"2015-05-05","RioClaro",6.99,51.2,13.67,4.62,1.38,4.15,111.3,2.06,3.92,3.86,3.92
"2015-05-06","Cantareira",193.49,19.7,982.07,13.58,2.02,37.90,35.8,98.40,13.33,13.16,15.35
"2015-05-06","AltoTiete",128.82,22.5,573.81,10.22,5.83,16.49,62.0,40.25,12.14,12.32,11.80
"2015-05-06","Guarapiranga",138.77,81.1,171.19,11.93,0.00,10.78,110.7,22.10,14.94,14.99,14.94
"2015-05-06","Cotia",10.81,65.5,16.50,1.13,0.06,1.27,88.6,2.18,0.73,0.75,0.79
"2015-05-06","RioGrande",106.18,94.6,112.18,0.82,0.00,3.88,21.1,11.03,5.09,5.17,5.09
"2015-05-06","RioClaro",7.02,51.4,13.67,4.33,1.97,4.15,104.4,2.06,3.85,3.86,3.85
"2015-05-07","Cantareira",193.17,19.7,982.07,12.05,2.02,37.90,31.8,98.40,13.05,13.14,15.07
"2015-05-07","AltoTiete",128.62,22.4,573.81,10.05,5.83,16.49,61.0,40.25,11.96,12.26,12.45
"2015-05-07","Guarapiranga",138.51,80.9,171.19,12.04,0.00,10.78,111.7,22.10,15.04,15.00,15.04
"2015-05-07","Cotia",10.81,65.5,16.50,0.79,0.06,1.27,62.5,2.18,0.74,0.75,0.79
"2015-05-07","RioGrande",105.99,94.5,112.18,2.96,0.00,3.88,76.2,11.03,5.09,5.16,5.09
"2015-05-07","RioClaro",7.03,51.4,13.67,3.92,1.92,4.15,94.6,2.06,3.78,3.84,3.78
"2015-05-08","Cantareira",192.72,19.6,982.07,11.18,2.02,37.90,29.5,98.40,13.79,13.23,15.81
"2015-05-08","AltoTiete",128.99,22.5,573.81,15.79,5.83,16.49,95.8,40.25,11.70,12.18,11.41
"2015-05-08","Guarapiranga",138.77,81.1,171.19,17.92,0.00,10.78,166.2,22.10,14.91,14.99,14.91
"2015-05-08","Cotia",10.78,65.3,16.50,0.75,0.06,1.27,59.0,2.18,1.03,0.79,1.09
"2015-05-08","RioGrande",106.18,94.6,112.18,7.21,0.00,3.88,185.8,11.03,5.08,5.14,5.08
"2015-05-08","RioClaro",7.15,52.3,13.67,5.48,1.69,4.15,132.1,2.06,3.68,3.82,3.68
"2015-05-09","Cantareira",192.36,19.6,982.07,11.76,2.02,37.90,31.0,98.40,13.57,13.27,15.59
"2015-05-09","AltoTiete",129.54,22.6,573.81,17.04,5.10,16.49,103.4,40.25,11.76,12.13,10.70
"2015-05-09","Guarapiranga",138.51,80.9,171.19,11.72,0.00,10.78,108.7,22.10,14.73,14.95,14.73
"2015-05-09","Cotia",10.78,65.3,16.50,1.17,0.06,1.27,92.3,2.18,1.12,0.83,1.17
"2015-05-09","RioGrande",106.36,94.8,112.18,7.29,0.00,3.88,187.9,11.03,5.15,5.15,5.15
"2015-05-09","RioClaro",7.19,52.6,13.67,5.52,4.50,4.15,133.0,2.06,4.01,3.84,4.01
"2015-05-10","Cantareira",191.96,19.5,982.07,11.64,2.02,37.90,30.7,98.40,13.78,13.33,15.80
"2015-05-10","AltoTiete",129.72,22.6,573.81,13.91,5.10,16.49,84.4,40.25,12.31,12.15,11.84
"2015-05-10","Guarapiranga",138.51,80.9,171.19,14.96,0.00,10.78,138.8,22.10,14.96,14.96,14.96
"2015-05-10","Cotia",10.81,65.5,16.50,1.24,0.06,1.27,97.5,2.18,0.84,0.83,0.90
"2015-05-10","RioGrande",106.36,94.8,112.18,5.30,0.00,3.88,136.6,11.03,5.30,5.16,5.30
"2015-05-10","RioClaro",7.20,52.7,13.67,3.48,2.37,4.15,83.9,2.06,4.00,3.86,4.00
"2015-05-11","Cantareira",193.89,19.7,982.07,36.01,2.02,37.90,95.0,98.40,13.78,13.38,15.80
"2015-05-11","AltoTiete",131.35,22.9,573.81,30.65,5.10,16.49,185.9,40.25,12.26,12.16,11.83
"2015-05-11","Guarapiranga",140.07,81.8,171.19,33.19,0.00,10.78,307.9,22.10,15.14,14.97,15.14
"2015-05-11","Cotia",10.95,66.4,16.50,2.51,0.06,1.27,198.0,2.18,0.76,0.82,0.81
"2015-05-11","RioGrande",107.29,95.6,112.18,15.61,0.00,3.88,402.2,11.03,4.89,5.14,4.89
"2015-05-11","RioClaro",7.29,53.3,13.67,4.96,2.93,4.15,119.5,2.06,4.01,3.88,4.01
"2015-05-12","Cantareira",194.21,19.8,982.07,18.73,1.25,37.90,49.4,98.40,13.03,13.24,14.28
"2015-05-12","AltoTiete",132.12,23.0,573.81,19.57,5.18,16.49,118.7,40.25,11.99,12.15,10.66
"2015-05-12","Guarapiranga",141.11,82.4,171.19,26.00,0.00,10.78,241.2,22.10,13.95,14.88,13.95
"2015-05-12","Cotia",11.13,67.5,16.50,3.05,0.06,1.27,239.9,2.18,0.93,0.83,0.99
"2015-05-12","RioGrande",107.66,96.0,112.18,9.44,0.00,3.88,243.4,11.03,5.14,5.14,5.14
"2015-05-12","RioClaro",7.31,53.5,13.67,4.15,3.47,4.15,100.1,2.06,4.01,3.89,4.01
"2015-05-13","Cantareira",194.15,19.8,982.07,14.05,1.02,37.90,37.1,98.40,14.18,13.32,15.20
"2015-05-13","AltoTiete",132.81,23.1,573.81,19.50,5.18,16.49,118.3,40.25,12.75,12.20,11.53
"2015-05-13","Guarapiranga",141.63,82.7,171.19,20.65,0.00,10.78,191.6,22.10,14.62,14.86,14.62
"2015-05-13","Cotia",11.16,67.7,16.50,1.10,0.06,1.27,86.3,2.18,0.69,0.82,0.75
"2015-05-13","RioGrande",108.03,96.3,112.18,9.46,0.00,3.88,243.7,11.03,5.15,5.14,5.15
"2015-05-13","RioClaro",7.48,54.7,13.67,5.96,3.40,4.15,143.6,2.06,4.00,3.90,4.00
"2015-05-14","Cantareira",194.14,19.8,982.07,14.53,0.77,37.90,38.3,98.40,13.75,13.35,14.52
"2015-05-14","AltoTiete",133.86,23.3,573.81,25.39,5.10,16.49,154.0,40.25,12.50,12.22,13.15
"2015-05-14","Guarapiranga",141.63,82.7,171.19,14.85,0.00,10.78,137.7,22.10,14.85,14.86,14.85
"2015-05-14","Cotia",11.22,68.0,16.50,1.51,0.06,1.27,118.6,2.18,0.76,0.82,0.81
"2015-05-14","RioGrande",108.59,96.8,112.18,11.68,0.00,3.88,301.1,11.03,5.20,5.14,5.20
"2015-05-14","RioClaro",7.62,55.7,13.67,9.91,6.85,4.15,238.9,2.06,4.02,3.91,4.02
"2015-05-15","Cantareira",194.08,19.8,982.07,13.61,0.67,37.90,35.9,98.40,12.98,13.33,13.65
"2015-05-15","AltoTiete",133.96,23.3,573.81,12.62,5.10,16.49,76.5,40.25,12.59,12.25,11.47
"2015-05-15","Guarapiranga",141.63,82.7,171.19,15.15,0.00,10.78,140.5,22.10,15.15,14.88,15.15
"2015-05-15","Cotia",11.28,68.4,16.50,1.50,0.06,1.27,118.4,2.18,0.75,0.81,0.81
"2015-05-15","RioGrande",108.59,96.8,112.18,5.17,0.00,3.88,133.2,11.03,5.17,5.14,5.17
"2015-05-15","RioClaro",7.63,55.8,13.67,4.57,3.35,4.15,110.2,2.06,4.00,3.91,4.00
"2015-05-16","Cantareira",193.92,19.7,982.07,13.44,1.53,37.90,35.5,98.40,13.61,13.35,15.14
"2015-05-16","AltoTiete",133.91,23.3,573.81,12.23,5.10,16.49,74.1,40.25,12.29,12.25,12.88
"2015-05-16","Guarapiranga",141.63,82.7,171.19,15.25,0.00,10.78,141.4,22.10,15.25,14.90,15.25
"2015-05-16","Cotia",11.28,68.4,16.50,0.81,0.06,1.27,64.0,2.18,0.76,0.81,0.81
"2015-05-16","RioGrande",108.41,96.6,112.18,2.99,0.00,3.88,76.9,11.03,5.15,5.14,5.15
"2015-05-16","RioClaro",7.64,55.9,13.67,4.13,2.06,4.15,99.6,2.06,3.98,3.92,3.98
"2015-05-17","Cantareira",193.69,19.7,982.07,13.64,1.67,37.90,36.0,98.40,13.50,13.35,15.17
"2015-05-17","AltoTiete",133.85,23.3,573.81,12.26,5.10,16.49,74.3,40.25,12.98,12.30,12.86
"2015-05-17","Guarapiranga",141.63,82.7,171.19,15.38,0.00,10.78,142.6,22.10,15.38,14.93,15.38
"2015-05-17","Cotia",11.28,68.4,16.50,0.81,0.06,1.27,64.1,2.18,0.76,0.81,0.81
"2015-05-17","RioGrande",108.22,96.5,112.18,3.16,0.00,3.88,81.5,11.03,5.32,5.16,5.32
"2015-05-17","RioClaro",7.65,56.0,13.67,3.73,2.22,4.15,90.0,2.06,3.99,3.92,3.99
"2015-05-18","Cantareira",193.57,19.7,982.07,13.98,1.72,37.90,36.9,98.40,13.60,13.37,15.32
"2015-05-18","AltoTiete",133.90,23.3,573.81,12.61,5.10,16.49,76.5,40.25,12.29,12.30,12.04
"2015-05-18","Guarapiranga",141.37,82.6,171.19,12.00,0.00,10.78,111.3,22.10,15.01,14.94,15.01
"2015-05-18","Cotia",11.28,68.4,16.50,0.81,0.06,1.27,64.2,2.18,0.76,0.80,0.81
"2015-05-18","RioGrande",108.03,96.3,112.18,3.04,0.00,3.88,78.4,11.03,5.20,5.16,5.20
"2015-05-18","RioClaro",7.67,56.1,13.67,3.61,1.63,4.15,87.1,2.06,4.00,3.93,4.00
"2015-05-19","Cantareira",193.66,19.7,982.07,16.20,1.72,37.90,42.7,98.40,13.69,13.39,15.41
"2015-05-19","AltoTiete",133.32,23.2,573.81,6.54,5.10,16.49,39.7,40.25,13.05,12.34,13.26
"2015-05-19","Guarapiranga",141.11,82.4,171.19,11.69,0.00,10.78,108.5,22.10,14.71,14.92,14.71
"2015-05-19","Cotia",11.31,68.6,16.50,1.16,0.06,1.27,91.7,2.18,0.76,0.80,0.82
"2015-05-19","RioGrande",108.03,96.3,112.18,5.25,0.00,3.88,135.2,11.03,5.25,5.16,5.25
"2015-05-19","RioClaro",7.68,56.2,13.67,3.56,1.03,4.15,85.9,2.06,4.00,3.93,4.00
"2015-05-20","Cantareira",193.72,19.7,982.07,15.22,1.27,37.90,40.2,98.40,12.65,13.35,13.92
"2015-05-20","AltoTiete",133.26,23.2,573.81,12.83,5.10,16.49,77.8,40.25,13.18,12.38,13.60
"2015-05-20","Guarapiranga",140.85,82.3,171.19,11.69,0.00,10.78,108.5,22.10,14.71,14.91,14.71
"2015-05-20","Cotia",11.31,68.6,16.50,0.82,0.06,1.27,64.3,2.18,0.76,0.80,0.82
"2015-05-20","RioGrande",107.66,96.0,112.18,0.64,0.00,3.88,16.4,11.03,4.95,5.15,4.95
"2015-05-20","RioClaro",7.72,56.5,13.67,3.83,1.03,4.15,92.4,2.06,4.00,3.94,4.00
"2015-05-21","Cantareira",193.62,19.7,982.07,13.45,1.12,37.90,35.5,98.40,13.66,13.36,14.78
"2015-05-21","AltoTiete",133.07,23.2,573.81,10.61,5.10,16.49,64.3,40.25,12.81,12.40,12.79
"2015-05-21","Guarapiranga",140.59,82.1,171.19,11.84,0.00,10.78,109.8,22.10,14.86,14.91,14.86
"2015-05-21","Cotia",11.28,68.4,16.50,0.52,0.06,1.27,41.3,2.18,0.81,0.80,0.87
"2015-05-21","RioGrande",107.47,95.8,112.18,2.96,0.00,3.88,76.3,11.03,5.11,5.15,5.11
"2015-05-21","RioClaro",7.73,56.6,13.67,3.43,1.51,4.15,82.8,2.06,4.00,3.94,4.00
"2015-05-22","Cantareira",193.44,19.7,982.07,13.34,1.42,37.90,35.2,98.40,13.88,13.39,15.30
"2015-05-22","AltoTiete",132.80,23.1,573.81,9.51,5.10,16.49,57.7,40.25,12.76,12.42,13.61
"2015-05-22","Guarapiranga",140.33,82.0,171.19,12.15,0.00,10.78,112.7,22.10,15.16,14.92,15.16
"2015-05-22","Cotia",11.28,68.4,16.50,0.92,0.06,1.27,72.8,2.18,0.87,0.80,0.92
"2015-05-22","RioGrande",107.29,95.6,112.18,2.96,0.00,3.88,76.3,11.03,5.11,5.15,5.11
"2015-05-22","RioClaro",7.74,56.7,13.67,3.35,1.10,4.15,80.6,2.06,3.99,3.94,3.99
"2015-05-23","Cantareira",193.03,19.7,982.07,10.94,1.59,37.90,28.9,98.40,13.49,13.39,15.08
"2015-05-23","AltoTiete",132.26,23.0,573.81,5.77,5.10,16.49,35.0,40.25,12.21,12.41,12.66
"2015-05-23","Guarapiranga",140.07,81.8,171.19,11.77,0.00,10.78,109.2,22.10,14.78,14.92,14.78
"2015-05-23","Cotia",11.25,68.2,16.50,0.58,0.06,1.27,45.4,2.18,0.87,0.81,0.92
"2015-05-23","RioGrande",106.92,95.3,112.18,0.89,0.00,3.88,23.0,11.03,5.19,5.15,5.19
"2015-05-23","RioClaro",7.76,56.8,13.67,3.35,0.72,4.15,80.6,2.06,3.98,3.94,3.98
"2015-05-24","Cantareira",192.68,19.6,982.07,10.92,1.95,37.90,28.8,98.40,13.54,13.40,15.49
"2015-05-24","AltoTiete",131.64,22.9,573.81,6.07,5.10,16.49,36.8,40.25,13.18,12.44,13.26
"2015-05-24","Guarapiranga",139.55,81.5,171.19,9.15,0.00,10.78,84.8,22.10,15.17,14.93,15.17
"2015-05-24","Cotia",11.25,68.2,16.50,0.92,0.06,1.27,72.3,2.18,0.86,0.81,0.92
"2015-05-24","RioGrande",106.73,95.1,112.18,2.99,0.00,3.88,76.9,11.03,5.13,5.15,5.13
"2015-05-24","RioClaro",7.77,56.9,13.67,3.26,1.18,4.15,78.4,2.06,3.99,3.94,3.99
"2015-05-25","Cantareira",192.36,19.6,982.07,11.37,2.02,37.90,30.0,98.40,12.44,13.36,14.46
"2015-05-25","AltoTiete",131.11,22.8,573.81,6.84,5.10,16.49,41.4,40.25,12.83,12.46,12.98
"2015-05-25","Guarapiranga",139.29,81.4,171.19,12.34,0.00,10.78,114.5,22.10,15.35,14.94,15.35
"2015-05-25","Cotia",11.25,68.2,16.50,0.92,0.06,1.27,72.5,2.18,0.86,0.81,0.92
"2015-05-25","RioGrande",106.55,95.0,112.18,3.06,0.00,3.88,78.9,11.03,5.20,5.15,5.20
"2015-05-25","RioClaro",7.74,56.7,13.67,3.38,1.12,4.15,81.6,2.06,3.98,3.95,3.98
"2015-05-26","Cantareira",191.96,19.5,982.07,11.62,2.02,37.90,30.7,98.40,13.83,13.38,15.85
"2015-05-26","AltoTiete",130.37,22.7,573.81,6.46,5.10,16.49,39.2,40.25,13.11,12.49,15.03
"2015-05-26","Guarapiranga",139.03,81.2,171.19,11.92,0.00,10.78,110.6,22.10,14.93,14.94,14.93
"2015-05-26","Cotia",11.22,68.0,16.50,0.57,0.06,1.27,45.1,2.18,0.86,0.81,0.92
"2015-05-26","RioGrande",106.18,94.6,112.18,0.90,0.00,3.88,23.2,11.03,5.18,5.15,5.18
"2015-05-26","RioClaro",7.73,56.6,13.67,3.34,1.12,4.15,80.6,2.06,3.99,3.95,3.99
"2015-05-27","Cantareira",191.59,19.5,982.07,11.70,2.02,37.90,30.9,98.40,13.71,13.39,15.73
"2015-05-27","AltoTiete",129.83,22.6,573.81,6.84,5.10,16.49,41.5,40.25,12.65,12.49,13.13
"2015-05-27","Guarapiranga",138.51,80.9,171.19,9.07,0.00,10.78,84.1,22.10,15.08,14.95,15.08
"2015-05-27","Cotia",11.22,68.0,16.50,0.92,0.06,1.27,72.2,2.18,0.86,0.81,0.92
"2015-05-27","RioGrande",105.99,94.5,112.18,2.99,0.00,3.88,77.1,11.03,5.13,5.15,5.13
"2015-05-27","RioClaro",7.72,56.5,13.67,3.36,1.27,4.15,80.8,2.06,3.99,3.95,3.99
"2015-05-28","Cantareira",191.18,19.5,982.07,11.38,2.02,37.90,30.0,98.40,13.71,13.40,15.73
"2015-05-28","AltoTiete",129.31,22.5,573.81,14.58,3.31,16.49,88.4,40.25,12.40,12.49,14.65
"2015-05-28","Guarapiranga",137.99,80.6,171.19,9.16,0.00,10.78,84.9,22.10,15.17,14.96,15.17
"2015-05-28","Cotia",11.22,68.0,16.50,0.92,0.06,1.27,72.2,2.18,0.86,0.82,0.92
"2015-05-28","RioGrande",105.63,94.2,112.18,0.87,0.00,3.88,22.3,11.03,5.13,5.15,5.13
"2015-05-28","RioClaro",7.69,56.3,13.67,3.17,0.79,4.15,76.3,2.06,3.99,3.95,3.99
"2015-05-29","Cantareira",191.33,19.5,982.07,16.89,2.02,37.90,44.6,98.40,12.90,13.37,14.92
"2015-05-29","AltoTiete",128.74,22.4,573.81,10.32,3.25,16.49,62.6,40.25,11.79,12.46,13.67
"2015-05-29","Guarapiranga",137.73,80.5,171.19,11.46,0.00,10.78,106.3,22.10,14.46,14.94,14.46
"2015-05-29","Cotia",11.16,67.7,16.50,0.27,0.06,1.27,21.1,2.18,0.90,0.82,0.96
"2015-05-29","RioGrande",105.63,94.2,112.18,4.86,0.00,3.88,125.2,11.03,4.86,5.14,4.86
"2015-05-29","RioClaro",7.69,56.3,13.67,3.67,0.79,4.15,88.3,2.06,3.66,3.94,3.66
"2015-05-30","Cantareira",191.43,19.5,982.07,15.86,1.63,37.90,41.8,98.40,13.05,13.36,14.68
"2015-05-30","AltoTiete",128.27,22.4,573.81,11.74,4.38,16.49,71.2,40.25,12.96,12.48,13.24
"2015-05-30","Guarapiranga",137.47,80.3,171.19,11.33,0.00,10.78,105.1,22.10,14.33,14.92,14.33
"2015-05-30","Cotia",11.10,67.3,16.50,0.24,0.06,1.27,18.7,2.18,0.87,0.82,0.93
"2015-05-30","RioGrande",105.26,93.8,112.18,0.91,0.00,3.88,23.4,11.03,5.16,5.14,5.16
"2015-05-30","RioClaro",7.69,56.3,13.67,3.12,1.07,4.15,75.1,2.06,3.97,3.94,3.97
"2015-05-31","Cantareira",192.31,19.6,982.07,26.21,1.52,37.90,69.2,98.40,14.05,13.39,15.57
"2015-05-31","AltoTiete",128.18,22.3,573.81,14.78,4.38,16.49,89.6,40.25,12.26,12.47,12.64
"2015-05-31","Guarapiranga",137.21,80.2,171.19,12.14,0.00,10.78,112.6,22.10,15.14,14.93,15.14
"2015-05-31","Cotia",11.13,67.5,16.50,1.24,0.06,1.27,97.5,2.18,0.84,0.82,0.89
"2015-05-31","RioGrande",105.07,93.7,112.18,2.83,0.00,3.88,73.0,11.03,4.96,5.14,4.96
"2015-05-31","RioClaro",7.71,56.4,13.67,3.16,0.53,4.15,76.3,2.06,3.21,3.92,3.21
